"COU","Country","IND","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"SWE","Sweden","GGD_GDP","General government gross debt as a percentage of GDP","2018","2018",48.05,,
"CHE","Switzerland","GGD_GDP","General government gross debt as a percentage of GDP","2007","2007",45.61,,
"CHE","Switzerland","GGD_GDP","General government gross debt as a percentage of GDP","2008","2008",45.94,,
"CHE","Switzerland","GGD_GDP","General government gross debt as a percentage of GDP","2009","2009",44.21,,
"CHE","Switzerland","GGD_GDP","General government gross debt as a percentage of GDP","2010","2010",42.63,,
"CHE","Switzerland","GGD_GDP","General government gross debt as a percentage of GDP","2011","2011",43.02,,
"CHE","Switzerland","GGD_GDP","General government gross debt as a percentage of GDP","2012","2012",43.81,,
"CHE","Switzerland","GGD_GDP","General government gross debt as a percentage of GDP","2013","2013",43.08,,
"CHE","Switzerland","GGD_GDP","General government gross debt as a percentage of GDP","2014","2014",43.14,,
"CHE","Switzerland","GGD_GDP","General government gross debt as a percentage of GDP","2015","2015",43.15,,
"CHE","Switzerland","GGD_GDP","General government gross debt as a percentage of GDP","2016","2016",41.99,,
"CHE","Switzerland","GGD_GDP","General government gross debt as a percentage of GDP","2017","2017",42.87,,
"TUR","Turkey","GGD_GDP","General government gross debt as a percentage of GDP","2010","2010",49.22,,
"TUR","Turkey","GGD_GDP","General government gross debt as a percentage of GDP","2011","2011",43.93,,
"TUR","Turkey","GGD_GDP","General government gross debt as a percentage of GDP","2012","2012",41.25,,
"TUR","Turkey","GGD_GDP","General government gross debt as a percentage of GDP","2013","2013",34.54,,
"TUR","Turkey","GGD_GDP","General government gross debt as a percentage of GDP","2014","2014",33.4,,
"TUR","Turkey","GGD_GDP","General government gross debt as a percentage of GDP","2015","2015",32.77,,
"TUR","Turkey","GGD_GDP","General government gross debt as a percentage of GDP","2016","2016",34.59,,
"TUR","Turkey","GGD_GDP","General government gross debt as a percentage of GDP","2017","2017",35.17,,
"GBR","United Kingdom","GGD_GDP","General government gross debt as a percentage of GDP","2007","2007",49.66,,
"GBR","United Kingdom","GGD_GDP","General government gross debt as a percentage of GDP","2008","2008",62.27,,
"GBR","United Kingdom","GGD_GDP","General government gross debt as a percentage of GDP","2009","2009",75.46,,
"GBR","United Kingdom","GGD_GDP","General government gross debt as a percentage of GDP","2010","2010",86.56,,
"GBR","United Kingdom","GGD_GDP","General government gross debt as a percentage of GDP","2011","2011",100.31,,
"GBR","United Kingdom","GGD_GDP","General government gross debt as a percentage of GDP","2012","2012",104.11,,
"GBR","United Kingdom","GGD_GDP","General government gross debt as a percentage of GDP","2013","2013",99.92,,
"GBR","United Kingdom","GGD_GDP","General government gross debt as a percentage of GDP","2014","2014",109.92,,
"GBR","United Kingdom","GGD_GDP","General government gross debt as a percentage of GDP","2015","2015",109.45,,
"GBR","United Kingdom","GGD_GDP","General government gross debt as a percentage of GDP","2016","2016",119.38,,
"GBR","United Kingdom","GGD_GDP","General government gross debt as a percentage of GDP","2017","2017",116.3,,
"GBR","United Kingdom","GGD_GDP","General government gross debt as a percentage of GDP","2018","2018",112.92,,
"USA","United States","GGD_GDP","General government gross debt as a percentage of GDP","2007","2007",64.56,,
"USA","United States","GGD_GDP","General government gross debt as a percentage of GDP","2008","2008",73.59,,
"USA","United States","GGD_GDP","General government gross debt as a percentage of GDP","2009","2009",86.6,,
"USA","United States","GGD_GDP","General government gross debt as a percentage of GDP","2010","2010",95.3,,
"USA","United States","GGD_GDP","General government gross debt as a percentage of GDP","2011","2011",99.65,,
"USA","United States","GGD_GDP","General government gross debt as a percentage of GDP","2012","2012",103.13,,
"USA","United States","GGD_GDP","General government gross debt as a percentage of GDP","2013","2013",104.66,,
"USA","United States","GGD_GDP","General government gross debt as a percentage of GDP","2014","2014",104.36,,
"USA","United States","GGD_GDP","General government gross debt as a percentage of GDP","2015","2015",104.6,,
"USA","United States","GGD_GDP","General government gross debt as a percentage of GDP","2016","2016",106.78,,
"USA","United States","GGD_GDP","General government gross debt as a percentage of GDP","2017","2017",106.1,,
"USA","United States","GGD_GDP","General government gross debt as a percentage of GDP","2018","2018",107.29,,
"BRA","Brazil","GGD_GDP","General government gross debt as a percentage of GDP","2009","2009",86.95,,
"BRA","Brazil","GGD_GDP","General government gross debt as a percentage of GDP","2010","2010",83.92,,
"BRA","Brazil","GGD_GDP","General government gross debt as a percentage of GDP","2011","2011",80.64,,
"BRA","Brazil","GGD_GDP","General government gross debt as a percentage of GDP","2012","2012",82.93,,
"BRA","Brazil","GGD_GDP","General government gross debt as a percentage of GDP","2013","2013",77.8,,
"BRA","Brazil","GGD_GDP","General government gross debt as a percentage of GDP","2014","2014",80,,
"BRA","Brazil","GGD_GDP","General government gross debt as a percentage of GDP","2015","2015",86.63,,
"CHL","Chile","GGD_GDP","General government gross debt as a percentage of GDP","2007","2007",11.26,,
"CHL","Chile","GGD_GDP","General government gross debt as a percentage of GDP","2008","2008",12.43,,
"CHL","Chile","GGD_GDP","General government gross debt as a percentage of GDP","2009","2009",13.31,,
"CHL","Chile","GGD_GDP","General government gross debt as a percentage of GDP","2010","2010",15.27,,
"CHL","Chile","GGD_GDP","General government gross debt as a percentage of GDP","2011","2011",17.85,,
"CHL","Chile","GGD_GDP","General government gross debt as a percentage of GDP","2012","2012",18.37,,
"CHL","Chile","GGD_GDP","General government gross debt as a percentage of GDP","2013","2013",18.99,,
"CHL","Chile","GGD_GDP","General government gross debt as a percentage of GDP","2014","2014",22.39,,
"CHL","Chile","GGD_GDP","General government gross debt as a percentage of GDP","2015","2015",24.42,,
"CHL","Chile","GGD_GDP","General government gross debt as a percentage of GDP","2016","2016",28.03,,
"CHL","Chile","GGD_GDP","General government gross debt as a percentage of GDP","2017","2017",29.57,,
"CHN","China (People's Republic of)","GGD_GDP","General government gross debt as a percentage of GDP","2007","2007",29.04,,
"CHN","China (People's Republic of)","GGD_GDP","General government gross debt as a percentage of GDP","2008","2008",27,,
"CHN","China (People's Republic of)","GGD_GDP","General government gross debt as a percentage of GDP","2009","2009",34.35,,
"CHN","China (People's Republic of)","GGD_GDP","General government gross debt as a percentage of GDP","2010","2010",33.74,,
"CHN","China (People's Republic of)","GGD_GDP","General government gross debt as a percentage of GDP","2011","2011",33.64,,
"CHN","China (People's Republic of)","GGD_GDP","General government gross debt as a percentage of GDP","2012","2012",34.27,,
"CHN","China (People's Republic of)","GGD_GDP","General government gross debt as a percentage of GDP","2013","2013",37,,
"CHN","China (People's Republic of)","GGD_GDP","General government gross debt as a percentage of GDP","2014","2014",39.92,,
"CHN","China (People's Republic of)","GGD_GDP","General government gross debt as a percentage of GDP","2015","2015",41.07,,
"CHN","China (People's Republic of)","GGD_GDP","General government gross debt as a percentage of GDP","2016","2016",44.18,,
"CHN","China (People's Republic of)","GGD_GDP","General government gross debt as a percentage of GDP","2017","2017",46.79,,
"CHN","China (People's Republic of)","GGD_GDP","General government gross debt as a percentage of GDP","2018","2018",50.46,,
"COL","Colombia","GGD_GDP","General government gross debt as a percentage of GDP","2015","2015",68.56,,
"COL","Colombia","GGD_GDP","General government gross debt as a percentage of GDP","2016","2016",73.08,,
"CRI","Costa Rica","GGD_GDP","General government gross debt as a percentage of GDP","2007","2007",27.07,,
"CRI","Costa Rica","GGD_GDP","General government gross debt as a percentage of GDP","2008","2008",24.09,,
"CRI","Costa Rica","GGD_GDP","General government gross debt as a percentage of GDP","2009","2009",26.12,,
"CRI","Costa Rica","GGD_GDP","General government gross debt as a percentage of GDP","2010","2010",28.33,,
"CRI","Costa Rica","GGD_GDP","General government gross debt as a percentage of GDP","2011","2011",29.8,,
"CRI","Costa Rica","GGD_GDP","General government gross debt as a percentage of GDP","2012","2012",34.22,,
"CRI","Costa Rica","GGD_GDP","General government gross debt as a percentage of GDP","2013","2013",35.84,,
"CRI","Costa Rica","GGD_GDP","General government gross debt as a percentage of GDP","2014","2014",38.4,,
"CRI","Costa Rica","GGD_GDP","General government gross debt as a percentage of GDP","2015","2015",40.87,,
"CRI","Costa Rica","GGD_GDP","General government gross debt as a percentage of GDP","2016","2016",44.92,,
"CRI","Costa Rica","GGD_GDP","General government gross debt as a percentage of GDP","2017","2017",48.59,,
"EST","Estonia","GGD_GDP","General government gross debt as a percentage of GDP","2007","2007",7.25,,
"EST","Estonia","GGD_GDP","General government gross debt as a percentage of GDP","2008","2008",8.41,,
"EST","Estonia","GGD_GDP","General government gross debt as a percentage of GDP","2009","2009",12.74,,
"EST","Estonia","GGD_GDP","General government gross debt as a percentage of GDP","2010","2010",11.93,,
"EST","Estonia","GGD_GDP","General government gross debt as a percentage of GDP","2011","2011",9.54,,
"EST","Estonia","GGD_GDP","General government gross debt as a percentage of GDP","2012","2012",13.15,,
"EST","Estonia","GGD_GDP","General government gross debt as a percentage of GDP","2013","2013",13.62,,
"EST","Estonia","GGD_GDP","General government gross debt as a percentage of GDP","2014","2014",13.85,,
"EST","Estonia","GGD_GDP","General government gross debt as a percentage of GDP","2015","2015",12.75,,
"EST","Estonia","GGD_GDP","General government gross debt as a percentage of GDP","2016","2016",12.73,,
"EST","Estonia","GGD_GDP","General government gross debt as a percentage of GDP","2017","2017",13,,
"EST","Estonia","GGD_GDP","General government gross debt as a percentage of GDP","2018","2018",12.87,,
"IND","India","GNLB_GDP","General government fiscal balance as a percentage of GDP","2007","2007",-4.5,,
"IND","India","GNLB_GDP","General government fiscal balance as a percentage of GDP","2008","2008",-8.98,,
"IND","India","GNLB_GDP","General government fiscal balance as a percentage of GDP","2009","2009",-9.53,,
"IND","India","GNLB_GDP","General government fiscal balance as a percentage of GDP","2010","2010",-8.63,,
"IND","India","GNLB_GDP","General government fiscal balance as a percentage of GDP","2011","2011",-8.35,,
"IND","India","GNLB_GDP","General government fiscal balance as a percentage of GDP","2012","2012",-7.55,,
"IND","India","GNLB_GDP","General government fiscal balance as a percentage of GDP","2013","2013",-7,,
"IND","India","GNLB_GDP","General government fiscal balance as a percentage of GDP","2014","2014",-7.07,,
"IND","India","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",-7.2,,
"IND","India","GNLB_GDP","General government fiscal balance as a percentage of GDP","2016","2016",-7.13,,
"IND","India","GNLB_GDP","General government fiscal balance as a percentage of GDP","2017","2017",-7.01,,
"IND","India","GNLB_GDP","General government fiscal balance as a percentage of GDP","2018","2018",-6.68,,
"IND","India","GGD_GDP","General government gross debt as a percentage of GDP","2007","2007",74.03,,
"IND","India","GGD_GDP","General government gross debt as a percentage of GDP","2008","2008",74.54,,
"IND","India","GGD_GDP","General government gross debt as a percentage of GDP","2009","2009",72.53,,
"IND","India","GGD_GDP","General government gross debt as a percentage of GDP","2010","2010",67.46,,
"IND","India","GGD_GDP","General government gross debt as a percentage of GDP","2011","2011",69.64,,
"IND","India","GGD_GDP","General government gross debt as a percentage of GDP","2012","2012",69.12,,
"IND","India","GGD_GDP","General government gross debt as a percentage of GDP","2013","2013",68.55,,
"IND","India","GGD_GDP","General government gross debt as a percentage of GDP","2014","2014",67.81,,
"IND","India","GGD_GDP","General government gross debt as a percentage of GDP","2015","2015",69.92,,
"IND","India","GGD_GDP","General government gross debt as a percentage of GDP","2016","2016",69.02,,
"IND","India","GGD_GDP","General government gross debt as a percentage of GDP","2017","2017",69.84,,
